"LSOA11CD","class","total_length"
"W01001421","Not Classified",0.046
"W01001421","Unclassified",3.158
"W01001422","Unclassified",3.505
"W01001422","Not Classified",0.085
"W01001423","B Road",0.578
"W01001423","Unclassified",4.261
"W01001423","Not Classified",0.196
"W01001424","Unclassified",3.878
"W01001424","Not Classified",1.414
"W01001424","B Road",0.846
"W01001425","Unclassified",4.288
"W01001425","Not Classified",2.353
"W01001425","B Road",0.735
"W01001426","Unclassified",5.732
"W01001426","Not Classified",1.78
"W01001426","A Road",2.292
"W01001426","B Road",0.127
"W01001427","A Road",0.158
"W01001427","Unclassified",3.561
"W01001428","B Road",0.239
"W01001428","Unclassified",3.392
"W01001428","Not Classified",0.518
"W01001429","A Road",5.185
"W01001429","Unclassified",11.267
"W01001429","B Road",1.476
"W01001429","Not Classified",6.235
"W01001430","Not Classified",9.408
"W01001430","Unclassified",9.173
"W01001430","A Road",0.779
"W01001430","B Road",3.202
"W01001431","B Road",0.494
"W01001431","Unclassified",13.905
"W01001431","Not Classified",5.722
"W01001432","A Road",0.736
"W01001432","Not Classified",3.152
"W01001432","Unclassified",10.517
"W01001433","A Road",0.451
"W01001433","Unclassified",4.525
"W01001433","Not Classified",2.298
"W01001434","Unclassified",5.278
"W01001434","A Road",0.38
"W01001434","Not Classified",1.302
"W01001435","A Road",0.022
"W01001435","Unclassified",3.899
"W01001435","Not Classified",1.023
"W01001436","Not Classified",0.805
"W01001436","A Road",0.091
"W01001436","Unclassified",4.489
"W01001437","Not Classified",2.309
"W01001437","Unclassified",3.952
"W01001438","A Road",2.15
"W01001438","Unclassified",6.748
"W01001438","Not Classified",0.862
"W01001439","Not Classified",1.845
"W01001439","Unclassified",4.529
"W01001440","Unclassified",4.018
"W01001440","Not Classified",0.504
"W01001440","A Road",1.47
"W01001441","Not Classified",0.437
"W01001441","B Road",0.352
"W01001441","Unclassified",2.681
"W01001441","A Road",0.237
"W01001442","B Road",0.369
"W01001442","Not Classified",0.731
"W01001442","Unclassified",2.928
"W01001442","A Road",0.818
"W01001443","A Road",0.837
"W01001443","Not Classified",1.511
"W01001443","Unclassified",5.388
"W01001444","Unclassified",6.317
"W01001444","Not Classified",2.104
"W01001445","Unclassified",5.072
"W01001445","Not Classified",3.429
"W01001446","Unclassified",6.482
"W01001446","B Road",0.075
"W01001446","A Road",2.437
"W01001446","Not Classified",1.324
"W01001447","A Road",0.219
"W01001447","Unclassified",2.742
"W01001447","Not Classified",0.387
"W01001448","Not Classified",0.208
"W01001448","A Road",1.023
"W01001448","B Road",0.796
"W01001448","Unclassified",5.244
"W01001449","A Road",0.441
"W01001449","B Road",0.447
"W01001449","Unclassified",3.699
"W01001449","Not Classified",1.133
"W01001450","Not Classified",1.973
"W01001450","Unclassified",4.356
"W01001451","A Road",2.891
"W01001451","Not Classified",4.504
"W01001451","Unclassified",4.004
"W01001452","Unclassified",7.22
"W01001452","Not Classified",5.505
"W01001452","B Road",0.018
"W01001452","A Road",0.681
"W01001453","Not Classified",0.764
"W01001453","Unclassified",8.704
"W01001454","Not Classified",4.171
"W01001454","Unclassified",7.465
"W01001455","Unclassified",2.88
"W01001455","Not Classified",0.727
"W01001456","B Road",0.322
"W01001456","A Road",0.335
"W01001456","Unclassified",5.212
"W01001456","Not Classified",1.229
"W01001457","Not Classified",0.192
"W01001457","A Road",0.096
"W01001457","Unclassified",4.753
"W01001457","B Road",0
"W01001458","A Road",0.621
"W01001458","Unclassified",3.436
"W01001458","B Road",0.823
"W01001458","Not Classified",4.928
"W01001459","B Road",0.008
"W01001459","Unclassified",3.326
"W01001459","Not Classified",0.927
"W01001460","Unclassified",13.263
"W01001460","A Road",4.388
"W01001460","B Road",2.187
"W01001460","Not Classified",5.969
"W01001461","B Road",0.666
"W01001461","Unclassified",3.246
"W01001461","A Road",0.304
"W01001461","Not Classified",2.242
"W01001462","Unclassified",7.185
"W01001462","Not Classified",2.457
"W01001463","Unclassified",5.329
"W01001463","Not Classified",1.515
"W01001464","B Road",2.491
"W01001464","Unclassified",5.221
"W01001464","Not Classified",2.277
"W01001465","Unclassified",11.179
"W01001465","Not Classified",3.71
"W01001465","B Road",1.082
"W01001465","A Road",0.11
"W01001466","Not Classified",1.686
"W01001466","B Road",0.634
"W01001466","Unclassified",5.33
"W01001467","B Road",1.291
"W01001467","Unclassified",8.395
"W01001467","Not Classified",1.805
"W01001467","A Road",0.067
"W01001468","Not Classified",0.975
"W01001468","Unclassified",4.475
"W01001469","Unclassified",5.172
"W01001469","Not Classified",1.616
"W01001470","Not Classified",3.406
"W01001470","A Road",0.059
"W01001470","Unclassified",11.451
"W01001471","Not Classified",0.388
"W01001471","Unclassified",5.161
"W01001471","A Road",0.287
"W01001472","Unclassified",5.794
"W01001472","A Road",1.523
"W01001472","Not Classified",1.545
"W01001473","Not Classified",0.51
"W01001473","A Road",0.202
"W01001473","Unclassified",3.563
"W01001474","Unclassified",15.023
"W01001474","A Road",1.287
"W01001474","Not Classified",7.734
"W01001475","Not Classified",1.046
"W01001475","Unclassified",4.589
"W01001475","A Road",0.904
"W01001476","Not Classified",1.337
"W01001476","Unclassified",1.994
"W01001476","A Road",1.367
"W01001477","Not Classified",1.756
"W01001477","Unclassified",4.322
"W01001478","B Road",0.355
"W01001478","A Road",3.375
"W01001478","Not Classified",5.89
"W01001478","Unclassified",5.324
"W01001479","Not Classified",0.438
"W01001479","Unclassified",3.8
"W01001480","Unclassified",5.88
"W01001480","Not Classified",0.103
"W01001480","A Road",0.028
"W01001481","Not Classified",0.259
"W01001481","B Road",1.051
"W01001481","A Road",0.072
"W01001481","Unclassified",8.354
"W01001482","Unclassified",4.858
"W01001482","A Road",1.366
"W01001482","Not Classified",5.809
"W01001482","B Road",1.878
"W01001483","B Road",0.133
"W01001483","Not Classified",0.076
"W01001483","Unclassified",3.753
"W01001484","Not Classified",1.699
"W01001484","Unclassified",6.253
"W01001484","A Road",1.091
"W01001485","B Road",1.081
"W01001485","Not Classified",2.037
"W01001485","Unclassified",4.399
"W01001486","Unclassified",4.837
"W01001486","A Road",0.685
"W01001486","Not Classified",0.621
"W01001486","B Road",0.772
"W01001487","B Road",0.529
"W01001487","A Road",0.253
"W01001487","Unclassified",4.696
"W01001487","Not Classified",2.156
"W01001488","Not Classified",0.067
"W01001488","B Road",0.193
"W01001488","Unclassified",4.194
"W01001489","Unclassified",12.382
"W01001489","Not Classified",4.91
"W01001489","B Road",3.923
"W01001490","Unclassified",2.551
"W01001490","A Road",0.136
"W01001490","Not Classified",0.776
"W01001491","Unclassified",5.699
"W01001491","A Road",0.759
"W01001491","Not Classified",0.904
"W01001492","Unclassified",5.61
"W01001492","Not Classified",0.354
"W01001493","Unclassified",4.322
"W01001493","Not Classified",0.067
"W01001494","Not Classified",0.388
"W01001494","Unclassified",3.63
"W01001494","A Road",0.27
"W01001495","Unclassified",6.196
"W01001495","Not Classified",1.641
"W01001496","Not Classified",4.65
"W01001496","Unclassified",7.7
"W01001497","Not Classified",0.339
"W01001497","Unclassified",3.783
"W01001498","Not Classified",0.466
"W01001498","Unclassified",1.265
"W01001499","Not Classified",0.434
"W01001499","Unclassified",3.137
"W01001500","Not Classified",0.121
"W01001500","Unclassified",4.375
"W01001501","Unclassified",2.887
"W01001502","Unclassified",4.042
"W01001502","Not Classified",0.128
"W01001503","Unclassified",1.259
"W01001504","Unclassified",7.522
"W01001504","Not Classified",2.302
"W01001504","A Road",0.081
"W01001505","A Road",2.897
"W01001505","Not Classified",7.851
"W01001505","Unclassified",15.82
"W01001506","Unclassified",9.35
"W01001506","Not Classified",1.773
"W01001507","A Road",0.696
"W01001507","Not Classified",1.478
"W01001507","Unclassified",5.822
"W01001507","B Road",0.287
"W01001508","A Road",0.099
"W01001508","Unclassified",4.84
"W01001508","Not Classified",1.779
"W01001508","B Road",0.612
"W01001509","A Road",0.262
"W01001509","Not Classified",5.347
"W01001509","Unclassified",5.185
"W01001509","B Road",1.79
"W01001510","Unclassified",11.749
"W01001510","Not Classified",3.945
"W01001510","A Road",0.403
"W01001511","Unclassified",4.786
"W01001511","Not Classified",0.301
"W01001512","Unclassified",3.08
"W01001513","A Road",2.696
"W01001513","Not Classified",8.827
"W01001513","Unclassified",6.08
"W01001514","Unclassified",2.701
"W01001514","Not Classified",1.436
"W01001515","Not Classified",1.487
"W01001515","Unclassified",6.435
"W01001516","Not Classified",0.559
"W01001516","Unclassified",3.274
"W01001517","A Road",1.095
"W01001517","Not Classified",1.312
"W01001517","Unclassified",7.064
"W01001518","Not Classified",0.074
"W01001518","Unclassified",4.52
"W01001519","Not Classified",0.583
"W01001519","Unclassified",2.771
"W01001520","A Road",0.839
"W01001520","Not Classified",0.884
"W01001520","Unclassified",6.356
"W01001521","Not Classified",0.278
"W01001521","Unclassified",3.9
"W01001522","Unclassified",3.524
"W01001522","Not Classified",0.081
"W01001523","A Road",0.051
"W01001523","Unclassified",6.795
"W01001523","Not Classified",3.892
"W01001524","Unclassified",11.516
"W01001524","A Road",1.965
"W01001524","Not Classified",1.21
"W01001525","Not Classified",1.948
"W01001525","Unclassified",5.682
"W01001526","Unclassified",2.263
"W01001526","Not Classified",0.033
"W01001527","Not Classified",0.556
"W01001527","A Road",0.003
"W01001527","Unclassified",3.114
"W01001528","Not Classified",2.5
"W01001528","Unclassified",8.973
"W01001528","A Road",0.794
"W01001529","Unclassified",4.846
"W01001529","Not Classified",1.768
"W01001529","B Road",0.531
"W01001529","A Road",1.573
"W01001530","Unclassified",4.159
"W01001530","Not Classified",0.237
"W01001531","B Road",0.901
"W01001531","Not Classified",2.049
"W01001531","Unclassified",5.759
"W01001532","Unclassified",3.76
"W01001533","Not Classified",9.288
"W01001533","Unclassified",14.549
"W01001534","Not Classified",1.279
"W01001534","Unclassified",4.26
"W01001535","Unclassified",3.604
"W01001535","Not Classified",0.228
"W01001536","Unclassified",3.512
"W01001536","Not Classified",0.171
"W01001537","Unclassified",5.013
"W01001537","Not Classified",2.046
"W01001538","Unclassified",2.926
"W01001538","Not Classified",0.172
"W01001539","Unclassified",3.318
"W01001540","Unclassified",2.664
"W01001540","Not Classified",1.546
"W01001540","A Road",0.353
"W01001541","A Road",0.037
"W01001541","Not Classified",7.011
"W01001541","Unclassified",13.04
"W01001542","Unclassified",30.171
"W01001542","A Road",5.729
"W01001542","Not Classified",60.89
"W01001543","Not Classified",0.771
"W01001543","Unclassified",5.434
"W01001545","A Road",0.885
"W01001545","Unclassified",10.885
"W01001545","Not Classified",3.99
"W01001546","Not Classified",0.479
"W01001546","A Road",0.366
"W01001546","Unclassified",3.413
"W01001548","Not Classified",57.848
"W01001548","A Road",11.007
"W01001548","B Road",5.95
"W01001548","Unclassified",100.584
"W01001549","Unclassified",59.678
"W01001549","Not Classified",48.57
"W01001549","B Road",13.245
"W01001551","Not Classified",0.241
"W01001551","Unclassified",3.088
"W01001552","A Road",3.11
"W01001552","Not Classified",1.626
"W01001552","Unclassified",9.117
"W01001553","Not Classified",4.462
"W01001553","B Road",2.155
"W01001553","Unclassified",8.366
"W01001554","B Road",0.65
"W01001554","Not Classified",1.308
"W01001554","A Road",5.478
"W01001554","Unclassified",6.143
"W01001555","Not Classified",6.961
"W01001555","A Road",2.832
"W01001555","Unclassified",24.956
"W01001556","A Road",2.448
"W01001556","Not Classified",2.367
"W01001556","Unclassified",3.827
"W01001557","Not Classified",2.067
"W01001557","Unclassified",5.807
"W01001557","A Road",0.731
"W01001558","Not Classified",0.06
"W01001558","Unclassified",4.765
"W01001559","Unclassified",4.41
"W01001560","A Road",4.851
"W01001560","Not Classified",34.19
"W01001560","B Road",3.668
"W01001560","Unclassified",43.061
"W01001561","A Road",2.708
"W01001561","Unclassified",10.91
"W01001561","Not Classified",2.022
"W01001562","Unclassified",27.123
"W01001562","A Road",1.272
"W01001562","B Road",0.689
"W01001562","Not Classified",5.33
"W01001563","Not Classified",0.806
"W01001563","A Road",0.216
"W01001563","Unclassified",3.926
"W01001564","Not Classified",13.776
"W01001564","B Road",4.791
"W01001564","A Road",7.445
"W01001564","Unclassified",27.816
"W01001565","Not Classified",40.353
"W01001565","Unclassified",84.438
"W01001565","A Road",2.881
"W01001565","B Road",3.016
"W01001566","Unclassified",57.711
"W01001566","Not Classified",19.664
"W01001566","B Road",3.681
"W01001567","Unclassified",32.081
"W01001567","A Road",4.373
"W01001567","Not Classified",21.049
"W01001567","B Road",10.005
"W01001568","B Road",34.504
"W01001568","Not Classified",44.358
"W01001568","Unclassified",94.629
"W01001569","Unclassified",13.867
"W01001569","Not Classified",5.029
"W01001569","A Road",0.334
"W01001569","B Road",3.248
"W01001571","Unclassified",19.1
"W01001571","Not Classified",11.909
"W01001571","A Road",2.503
"W01001571","B Road",4.486
"W01001572","Not Classified",0.385
"W01001572","A Road",0.518
"W01001572","B Road",0.752
"W01001572","Motorway",0.304
"W01001572","Unclassified",5.872
"W01001573","B Road",1.381
"W01001573","A Road",1.028
"W01001573","Motorway",0.216
"W01001573","Unclassified",15.13
"W01001573","Not Classified",6.051
"W01001574","Not Classified",0.474
"W01001574","Unclassified",4.517
"W01001575","Unclassified",50.072
"W01001575","B Road",4.421
"W01001575","Not Classified",21.763
"W01001576","Unclassified",1.922
"W01001576","B Road",0.157
"W01001577","Not Classified",1.525
"W01001577","A Road",0.4
"W01001577","B Road",1.38
"W01001577","Unclassified",4.234
"W01001578","A Road",0.687
"W01001578","Not Classified",5.025
"W01001578","B Road",3.006
"W01001578","Unclassified",14.217
"W01001579","A Road",0.556
"W01001579","B Road",0.533
"W01001579","Unclassified",4.575
"W01001579","Not Classified",0.666
"W01001580","B Road",0.635
"W01001580","A Road",0.035
"W01001580","Unclassified",3.751
"W01001581","Unclassified",56.189
"W01001581","A Road",6.41
"W01001581","Not Classified",15.604
"W01001582","B Road",1.571
"W01001582","Motorway",0.274
"W01001582","Unclassified",6.559
"W01001582","Not Classified",5.277
"W01001583","Not Classified",22.85
"W01001583","B Road",2.023
"W01001583","A Road",9.309
"W01001583","Unclassified",23.552
"W01001584","Unclassified",4.942
"W01001584","Not Classified",0.246
"W01001585","Not Classified",0.491
"W01001585","A Road",0.238
"W01001585","B Road",0.411
"W01001585","Unclassified",2.92
"W01001586","Not Classified",0.184
"W01001586","Unclassified",8.116
"W01001586","B Road",0.116
"W01001586","A Road",2.165
"W01001587","Not Classified",0.329
"W01001587","B Road",0.668
"W01001587","Unclassified",6.317
"W01001587","A Road",0.546
"W01001588","Motorway",0.089
"W01001588","Unclassified",5.662
"W01001588","Not Classified",3.462
"W01001588","B Road",0.902
"W01001589","Unclassified",4.886
"W01001589","B Road",0.04
"W01001589","Not Classified",0.301
"W01001590","Unclassified",55.007
"W01001590","A Road",3.019
"W01001590","Motorway",0.13
"W01001590","Not Classified",35.01
"W01001590","B Road",7.158
"W01001591","B Road",0.335
"W01001591","Unclassified",7.752
"W01001591","Not Classified",0.114
"W01001591","Motorway",0.001
"W01001592","Unclassified",4.69
"W01001592","Motorway",0.003
"W01001592","A Road",0.113
"W01001592","Not Classified",0.18
"W01001593","A Road",0.475
"W01001593","Not Classified",0.529
"W01001593","Unclassified",5.855
"W01001594","A Road",0.166
"W01001594","Unclassified",39.614
"W01001594","B Road",5.433
"W01001594","Not Classified",9.731
"W01001595","Unclassified",38.33
"W01001595","A Road",1.456
"W01001595","B Road",1.026
"W01001595","Not Classified",8.317
"W01001596","Unclassified",4.336
"W01001596","Not Classified",0.136
"W01001597","A Road",0.683
"W01001597","B Road",1.141
"W01001597","Unclassified",4.094
"W01001597","Not Classified",2.142
"W01001598","B Road",0.724
"W01001598","Unclassified",3.513
"W01001598","Not Classified",0.35
"W01001599","A Road",4.869
"W01001599","Not Classified",8.303
"W01001599","Unclassified",13.76
"W01001600","Motorway",0.013
"W01001600","Not Classified",0.586
"W01001600","Unclassified",3.681
"W01001601","Unclassified",3.122
"W01001601","A Road",0.067
"W01001602","B Road",0.133
"W01001602","Not Classified",0.241
"W01001602","Unclassified",3.824
"W01001603","Not Classified",0.153
"W01001603","B Road",0.299
"W01001603","Unclassified",3.223
"W01001604","Not Classified",3.6
"W01001604","Motorway",2.018
"W01001604","B Road",1.388
"W01001604","Unclassified",5.472
"W01001605","Unclassified",1.585
"W01001605","Not Classified",1.927
"W01001605","B Road",0.526
"W01001606","Not Classified",0.672
"W01001606","Unclassified",1.674
"W01001606","B Road",0.423
"W01001607","Not Classified",0.092
"W01001607","B Road",0.201
"W01001607","Unclassified",3.492
"W01001608","B Road",0.141
"W01001608","Unclassified",1.995
"W01001608","Not Classified",0.115
"W01001609","Unclassified",3.046
"W01001609","A Road",0.084
"W01001609","Not Classified",0.052
"W01001610","Unclassified",2.932
"W01001611","Not Classified",0.569
"W01001611","Unclassified",2.155
"W01001611","B Road",0.311
"W01001612","Unclassified",2.42
"W01001612","B Road",0.408
"W01001612","Not Classified",0.371
"W01001613","B Road",0.238
"W01001613","Not Classified",0.374
"W01001613","Unclassified",2.269
"W01001614","B Road",0.44
"W01001614","Unclassified",4.031
"W01001614","Not Classified",0.129
"W01001615","Not Classified",0.568
"W01001615","Unclassified",3.725
"W01001615","B Road",0.001
"W01001616","Unclassified",3.738
"W01001616","Not Classified",0.196
"W01001617","Not Classified",0.152
"W01001617","Unclassified",1.369
"W01001618","Unclassified",2.87
"W01001618","Not Classified",0.359
"W01001619","Unclassified",2.029
"W01001619","Not Classified",0.295
"W01001620","Unclassified",4.543
"W01001620","Not Classified",1.093
"W01001621","Not Classified",0.46
"W01001621","Unclassified",2.657
"W01001622","Not Classified",0.249
"W01001622","Unclassified",3.485
"W01001623","B Road",1.238
"W01001623","Not Classified",0.192
"W01001623","Unclassified",4.166
"W01001624","Not Classified",0.653
"W01001624","Unclassified",4.578
"W01001625","Unclassified",10.213
"W01001625","B Road",1.869
"W01001625","Not Classified",11.749
"W01001625","A Road",0.15
"W01001626","Not Classified",0.108
"W01001626","Unclassified",4.094
"W01001627","Not Classified",2.487
"W01001627","B Road",0.676
"W01001627","Unclassified",4.752
"W01001628","Not Classified",0.128
"W01001628","B Road",0.213
"W01001628","Unclassified",2.313
"W01001629","B Road",0.427
"W01001629","Unclassified",3.33
"W01001629","Not Classified",0.162
"W01001630","Unclassified",3.599
"W01001630","Not Classified",0.342
"W01001631","Unclassified",2.493
"W01001632","Unclassified",5.923
"W01001632","A Road",0.171
"W01001632","B Road",0.032
"W01001632","Motorway",1.261
"W01001632","Not Classified",0.372
"W01001633","A Road",0.195
"W01001633","Unclassified",2.949
"W01001633","Not Classified",0.685
"W01001634","B Road",0.451
"W01001634","Unclassified",2.641
"W01001634","Not Classified",0.503
"W01001635","A Road",0.267
"W01001635","Unclassified",4.135
"W01001635","Not Classified",0.241
"W01001636","Not Classified",5.385
"W01001636","Unclassified",12.741
"W01001636","A Road",4.172
"W01001637","Not Classified",1.266
"W01001637","Unclassified",5.457
"W01001637","A Road",1.661
"W01001638","A Road",0.366
"W01001638","Not Classified",0.144
"W01001638","Unclassified",2.406
"W01001639","Motorway",0.376
"W01001639","Not Classified",1.038
"W01001639","A Road",1.971
"W01001639","Unclassified",7.527
"W01001640","Unclassified",23.904
"W01001640","A Road",2.689
"W01001640","Not Classified",7.158
"W01001641","Unclassified",16.921
"W01001641","Not Classified",4.474
"W01001641","B Road",1.896
"W01001641","A Road",2.842
"W01001642","Not Classified",0.685
"W01001642","Unclassified",1.938
"W01001643","Unclassified",2.468
"W01001643","Not Classified",0.255
"W01001644","Unclassified",5.241
"W01001644","Not Classified",0.214
"W01001645","Not Classified",0.057
"W01001645","Unclassified",2.452
"W01001646","Not Classified",2.56
"W01001646","A Road",1.369
"W01001646","Unclassified",4.973
"W01001647","Unclassified",27.249
"W01001647","Not Classified",17.623
"W01001647","A Road",0.765
"W01001648","Not Classified",0.334
"W01001648","A Road",0.014
"W01001648","Unclassified",2.493
"W01001649","A Road",4.59
"W01001649","Unclassified",40.454
"W01001649","Not Classified",26.339
"W01001650","Unclassified",3.124
"W01001650","Not Classified",0.042
"W01001651","Unclassified",3.387
"W01001651","Not Classified",0.188
"W01001651","A Road",0.415
"W01001652","Unclassified",5.987
"W01001652","A Road",0.065
"W01001652","Not Classified",0.539
"W01001653","Not Classified",0.138
"W01001653","Unclassified",2.519
"W01001654","A Road",0.551
"W01001654","Not Classified",0.12
"W01001654","Unclassified",3.115
"W01001655","Not Classified",0.248
"W01001655","A Road",0.433
"W01001655","Unclassified",3.373
"W01001657","Unclassified",11.587
"W01001657","A Road",2.25
"W01001657","Not Classified",8.49
"W01001657","Motorway",2.283
"W01001658","Unclassified",9.268
"W01001658","A Road",0.002
"W01001658","Not Classified",1.282
"W01001659","Unclassified",2.229
"W01001659","Not Classified",0.093
"W01001660","Unclassified",8.47
"W01001660","Not Classified",13.98
"W01001660","A Road",1.894
"W01001661","Not Classified",0.779
"W01001661","B Road",0.056
"W01001661","Unclassified",6.092
"W01001661","A Road",1.077
"W01001662","Unclassified",2.821
"W01001662","B Road",0.835
"W01001662","Not Classified",0.125
"W01001663","Unclassified",3.106
"W01001663","B Road",1.28
"W01001664","Not Classified",0.535
"W01001664","A Road",0.996
"W01001664","Unclassified",2.826
"W01001664","B Road",0.421
"W01001664","Motorway",0.641
"W01001665","Unclassified",5.01
"W01001665","Not Classified",0.067
"W01001665","B Road",0.462
"W01001666","Not Classified",0.122
"W01001666","Unclassified",2.573
"W01001667","Not Classified",0.086
"W01001667","A Road",0.082
"W01001667","Unclassified",2.141
"W01001668","Not Classified",0.672
"W01001668","Unclassified",3.192
"W01001668","A Road",0.656
"W01001669","Unclassified",4.45
"W01001669","Not Classified",0.203
"W01001670","Unclassified",7.279
"W01001670","Not Classified",3.537
"W01001670","B Road",0.634
"W01001671","B Road",0.664
"W01001671","Unclassified",6.406
"W01001671","A Road",0.121
"W01001671","Not Classified",1.125
"W01001672","A Road",0.013
"W01001672","Not Classified",2.234
"W01001672","B Road",0.954
"W01001672","Unclassified",6.245
"W01001673","B Road",0.74
"W01001673","Unclassified",2.868
"W01001673","Not Classified",0.369
"W01001674","Not Classified",0.093
"W01001674","B Road",0.398
"W01001674","Unclassified",3.671
"W01001675","Unclassified",2.182
"W01001675","B Road",0.192
"W01001675","Not Classified",0.263
"W01001676","B Road",0.305
"W01001676","Not Classified",1.066
"W01001676","Unclassified",3.477
"W01001677","Motorway",0.539
"W01001677","Unclassified",2.111
"W01001677","B Road",0.966
"W01001677","Not Classified",0.16
"W01001678","Not Classified",0.19
"W01001678","B Road",0.504
"W01001678","Unclassified",3.046
"W01001679","Not Classified",0.02
"W01001679","Unclassified",2.478
"W01001679","Motorway",0.004
"W01001680","Unclassified",1.465
"W01001680","B Road",0.334
"W01001680","Not Classified",0.325
"W01001681","B Road",0.257
"W01001681","A Road",0.651
"W01001681","Unclassified",3.448
"W01001682","Motorway",0.011
"W01001682","A Road",0.591
"W01001682","Unclassified",3.821
"W01001682","Not Classified",0.559
"W01001683","Not Classified",0.607
"W01001683","Motorway",0.553
"W01001683","Unclassified",2.23
"W01001683","A Road",0.053
"W01001684","A Road",0.6
"W01001684","Unclassified",2.333
"W01001684","Motorway",0.019
"W01001684","Not Classified",0.592
"W01001685","Not Classified",0.408
"W01001685","A Road",0.112
"W01001685","B Road",0.961
"W01001685","Unclassified",5.014
"W01001686","Unclassified",2.521
"W01001686","Not Classified",2.385
"W01001686","B Road",0.977
"W01001687","B Road",0.143
"W01001687","Not Classified",1.297
"W01001687","A Road",0.684
"W01001687","Unclassified",6.174
"W01001688","Unclassified",8.311
"W01001688","A Road",0.336
"W01001688","B Road",1.193
"W01001688","Not Classified",0.756
"W01001689","Unclassified",4.746
"W01001689","A Road",0.1
"W01001689","Not Classified",1.321
"W01001689","B Road",0.306
"W01001690","Unclassified",3.658
"W01001690","Not Classified",0.503
"W01001690","B Road",0.306
"W01001691","B Road",0.244
"W01001691","Unclassified",2.471
"W01001691","Not Classified",0.184
"W01001692","Unclassified",3.384
"W01001692","B Road",0.02
"W01001692","Not Classified",0.065
"W01001693","Not Classified",0.284
"W01001693","Unclassified",3.51
"W01001693","B Road",0.7
"W01001694","Unclassified",3.111
"W01001694","B Road",0.112
"W01001694","A Road",0.122
"W01001695","Not Classified",0.429
"W01001695","Unclassified",3.404
"W01001695","A Road",0.947
"W01001696","Unclassified",2.37
"W01001697","Unclassified",1.382
"W01001697","B Road",0.064
"W01001697","Not Classified",0.003
"W01001697","A Road",0.396
"W01001698","Unclassified",1.547
"W01001698","B Road",0.554
"W01001698","Not Classified",1.283
"W01001698","A Road",0.38
"W01001699","Not Classified",0.211
"W01001699","A Road",0.528
"W01001699","Unclassified",2.846
"W01001702","Unclassified",3.781
"W01001702","A Road",0.647
"W01001702","Not Classified",0.065
"W01001703","Unclassified",2.167
"W01001704","Not Classified",0.502
"W01001704","Unclassified",2.118
"W01001705","Unclassified",4.405
"W01001705","Not Classified",0.532
"W01001706","Unclassified",2.531
"W01001706","A Road",0.118
"W01001706","Not Classified",0.61
"W01001707","Unclassified",2.634
"W01001707","A Road",0.533
"W01001708","Not Classified",0.153
"W01001708","Unclassified",3.074
"W01001708","A Road",0.219
"W01001709","A Road",0.395
"W01001709","Unclassified",3.519
"W01001709","Not Classified",1.107
"W01001710","Unclassified",2.333
"W01001710","Not Classified",0.847
"W01001710","A Road",0
"W01001711","B Road",2.692
"W01001711","Not Classified",1.11
"W01001711","Unclassified",5.127
"W01001711","A Road",0.827
"W01001712","Unclassified",2.219
"W01001712","Not Classified",0.174
"W01001712","B Road",0.264
"W01001713","A Road",0.254
"W01001713","Not Classified",0.581
"W01001713","Unclassified",2.047
"W01001713","B Road",0.095
"W01001714","Not Classified",1.215
"W01001714","A Road",0.368
"W01001714","Unclassified",3.21
"W01001714","B Road",0.009
"W01001715","B Road",0.6
"W01001715","Unclassified",1.88
"W01001715","Not Classified",0.405
"W01001716","A Road",0.355
"W01001716","B Road",0.06
"W01001716","Unclassified",1.855
"W01001716","Not Classified",0.85
"W01001717","Unclassified",1.751
"W01001717","Not Classified",0.628
"W01001718","Unclassified",2.157
"W01001718","Not Classified",0.574
"W01001719","Not Classified",1.914
"W01001719","Unclassified",2.265
"W01001719","A Road",0.148
"W01001720","A Road",0.409
"W01001720","Unclassified",1.414
"W01001720","Not Classified",0.284
"W01001721","Not Classified",2.279
"W01001721","A Road",0.654
"W01001721","Unclassified",1.646
"W01001722","Unclassified",1.714
"W01001722","Not Classified",0.315
"W01001724","Unclassified",1.414
"W01001724","A Road",0.048
"W01001725","Unclassified",1.073
"W01001726","Unclassified",2.434
"W01001726","Not Classified",0.634
"W01001726","A Road",0.157
"W01001727","Not Classified",4.533
"W01001727","Unclassified",9.251
"W01001727","A Road",2.659
"W01001728","Unclassified",4.996
"W01001728","A Road",0.221
"W01001729","Motorway",1.182
"W01001729","Not Classified",6.658
"W01001729","Unclassified",14.316
"W01001729","A Road",6.891
"W01001730","Unclassified",5.062
"W01001730","Not Classified",0.309
"W01001731","Unclassified",3.225
"W01001731","Not Classified",0.107
"W01001732","Not Classified",0.136
"W01001732","Unclassified",3.756
"W01001733","Unclassified",2.299
"W01001734","Not Classified",0.337
"W01001734","Unclassified",3.504
"W01001735","Unclassified",4.934
"W01001735","Not Classified",0.759
"W01001736","Unclassified",3.695
"W01001736","Not Classified",0.098
"W01001737","A Road",0.004
"W01001737","Unclassified",2.269
"W01001738","Unclassified",1.835
"W01001739","Unclassified",2.234
"W01001740","Unclassified",2.072
"W01001741","Unclassified",2.246
"W01001742","Not Classified",0.203
"W01001742","Unclassified",2.76
"W01001742","A Road",0.205
"W01001743","Unclassified",3.683
"W01001743","Not Classified",0.055
"W01001744","Not Classified",1.927
"W01001744","A Road",0.082
"W01001744","Unclassified",3.63
"W01001745","A Road",1.941
"W01001745","Unclassified",2.928
