"LSOA11CD","descriptiveterm","total_length"
"W01000905","Private Road - Restricted Access",0.267
"W01000906","Private Road - Restricted Access",1.066
"W01000906","B Road",0.204
"W01000906","Private Road - Publicly Accessible",0.272
"W01000906","Local Street",4.627
"W01000906","Alley",0.181
"W01000906","Minor Road",0.448
"W01000906","A Road",7.902
"W01000907","Minor Road",0.86
"W01000907","Alley",0.083
"W01000907","Local Street",5.61
"W01000907","Private Road - Restricted Access",0.585
"W01000907","A Road",0.261
"W01000908","Private Road - Restricted Access",2.886
"W01000908","Minor Road",4.356
"W01000908","Local Street",4.17
"W01000908","Alley",0.362
"W01000908","A Road",8.214
"W01000909","Local Street",3.65
"W01000909","Minor Road",0.271
"W01000909","B Road",0.646
"W01000909","Private Road - Restricted Access",1.327
"W01000910","Private Road - Restricted Access",0.593
"W01000910","B Road",0.955
"W01000910","Minor Road",2.562
"W01000910","Local Street",4.888
"W01000911","Minor Road",1.021
"W01000911","B Road",1.112
"W01000911","Private Road - Restricted Access",0.475
"W01000911","Local Street",4.704
"W01000912","Minor Road",0.153
"W01000912","A Road",2.03
"W01000912","Local Street",4.512
"W01000912","Alley",1.011
"W01000912","Private Road - Restricted Access",0.258
"W01000912","B Road",0.538
"W01000913","A Road",0.625
"W01000913","Minor Road",0.473
"W01000913","Alley",1.164
"W01000913","Private Road - Restricted Access",0.138
"W01000913","B Road",0.603
"W01000913","Local Street",2.314
"W01000914","Local Street",5.171
"W01000914","A Road",3.51
"W01000914","Minor Road",0.395
"W01000914","Motorway",2.019
"W01000914","Private Road - Restricted Access",0.513
"W01000914","B Road",1.112
"W01000914","Alley",0.141
"W01000915","Private Road - Restricted Access",0.266
"W01000915","Local Street",4.404
"W01000915","Alley",0.37
"W01000915","Minor Road",1.516
"W01000916","B Road",0.043
"W01000916","Alley",0.349
"W01000916","Minor Road",1.815
"W01000916","Motorway",3.237
"W01000916","Private Road - Restricted Access",1.003
"W01000916","Local Street",3.93
"W01000916","A Road",1.543
"W01000917","Motorway",15.342
"W01000917","Local Street",14.055
"W01000917","Alley",1.755
"W01000917","B Road",4.166
"W01000917","Private Road - Publicly Accessible",0.183
"W01000917","Private Road - Restricted Access",26.838
"W01000917","Minor Road",6.178
"W01000917","A Road",12.286
"W01000918","Alley",0.507
"W01000918","A Road",6.62
"W01000918","Minor Road",9.189
"W01000918","Local Street",6.43
"W01000918","Private Road - Restricted Access",12.685
"W01000919","Minor Road",6.873
"W01000919","Private Road - Restricted Access",12.284
"W01000919","A Road",1.667
"W01000919","Local Street",8.892
"W01000920","Minor Road",5.784
"W01000920","Local Street",4.126
"W01000920","Private Road - Restricted Access",13.43
"W01000920","A Road",9.345
"W01000920","Alley",0.055
"W01000920","Private Road - Publicly Accessible",0.257
"W01000921","Local Street",4.433
"W01000921","Private Road - Restricted Access",1.641
"W01000921","A Road",4.883
"W01000921","Private Road - Publicly Accessible",0.051
"W01000921","Minor Road",1.516
"W01000921","Alley",0.154
"W01000922","Alley",0.426
"W01000922","Minor Road",1.479
"W01000922","Local Street",9.214
"W01000922","A Road",8.063
"W01000922","B Road",0.481
"W01000922","Private Road - Restricted Access",0.998
"W01000923","Private Road - Restricted Access",2.659
"W01000923","Local Street",7.364
"W01000923","Minor Road",6.224
"W01000923","Alley",0.422
"W01000923","A Road",0.718
"W01000924","Alley",0.951
"W01000924","Local Street",4.798
"W01000924","Private Road - Restricted Access",23.4
"W01000924","Minor Road",3.251
"W01000925","A Road",7.743
"W01000925","Alley",0.045
"W01000925","Local Street",6.789
"W01000925","B Road",6.794
"W01000925","Private Road - Restricted Access",14.363
"W01000926","Minor Road",3.223
"W01000926","A Road",14.127
"W01000926","Private Road - Restricted Access",9.176
"W01000926","Alley",1.246
"W01000926","B Road",2.652
"W01000926","Local Street",6.622
"W01000927","Private Road - Restricted Access",2.696
"W01000927","A Road",4.645
"W01000927","Local Street",9.184
"W01000927","Alley",0.227
"W01000927","B Road",0.262
"W01000927","Minor Road",2.742
"W01000928","A Road",2.667
"W01000928","Minor Road",4.025
"W01000928","Private Road - Restricted Access",1.962
"W01000928","Local Street",4.969
"W01000928","Alley",0.068
"W01000929","A Road",2.302
"W01000929","Alley",0.109
"W01000929","Local Street",3.758
"W01000929","Minor Road",2.389
"W01000929","Private Road - Restricted Access",4.969
"W01000930","Local Street",4.972
"W01000930","Minor Road",1.794
"W01000930","A Road",6.454
"W01000930","Private Road - Restricted Access",13.685
"W01000930","Alley",0.569
"W01000931","A Road",1.568
"W01000931","Local Street",5.329
"W01000931","Minor Road",2.595
"W01000931","Private Road - Restricted Access",6.525
"W01000931","Alley",0.514
"W01000932","A Road",4.423
"W01000932","Local Street",10.365
"W01000932","Private Road - Restricted Access",37.306
"W01000932","Alley",0.503
"W01000933","B Road",3.502
"W01000933","Minor Road",12.914
"W01000933","Motorway",16.883
"W01000933","Local Street",14.837
"W01000933","A Road",7.783
"W01000933","Private Road - Restricted Access",51.781
"W01000933","Private Road - Publicly Accessible",0.976
"W01000933","Alley",0.17
"W01000934","Private Road - Restricted Access",0.268
"W01000934","Minor Road",0.262
"W01000934","Alley",0.526
"W01000934","A Road",1.5
"W01000934","Local Street",5.494
"W01000935","Alley",0.983
"W01000935","Minor Road",0.469
"W01000935","A Road",1.038
"W01000935","Local Street",4.196
"W01000935","Private Road - Restricted Access",0.226
"W01000935","B Road",0.718
"W01000936","Private Road - Restricted Access",3.692
"W01000936","Alley",0.348
"W01000936","Local Street",4.861
"W01000936","Minor Road",2.004
"W01000937","A Road",2.235
"W01000937","Local Street",6.581
"W01000937","Minor Road",1.38
"W01000937","Private Road - Restricted Access",1.228
"W01000937","Alley",1.476
"W01000938","Private Road - Restricted Access",0.912
"W01000938","Local Street",5.207
"W01000938","Alley",2.164
"W01000938","B Road",1.07
"W01000939","Private Road - Publicly Accessible",0.091
"W01000939","Pedestrianised Street",1.223
"W01000939","Minor Road",0.53
"W01000939","Local Street",5.419
"W01000939","B Road",3.028
"W01000939","Private Road - Restricted Access",1.167
"W01000939","Alley",0.426
"W01000940","B Road",0.51
"W01000940","Minor Road",0.704
"W01000940","Local Street",4.147
"W01000940","Alley",0.967
"W01000940","Private Road - Restricted Access",1.535
"W01000941","Private Road - Restricted Access",1.725
"W01000941","B Road",0.139
"W01000941","Local Street",5.859
"W01000941","Alley",0.995
"W01000942","Minor Road",1.859
"W01000942","Local Street",5.727
"W01000942","Private Road - Restricted Access",0.851
"W01000942","Alley",0.044
"W01000942","B Road",0.232
"W01000943","Local Street",4.488
"W01000943","B Road",1.321
"W01000943","Alley",0.315
"W01000943","Private Road - Restricted Access",0.225
"W01000943","Minor Road",0.668
"W01000944","Alley",0.646
"W01000944","Local Street",4.779
"W01000944","Minor Road",3.587
"W01000944","A Road",9.136
"W01000944","Private Road - Restricted Access",13.077
"W01000945","Minor Road",10.264
"W01000945","Local Street",5.979
"W01000945","Alley",0.902
"W01000945","Private Road - Restricted Access",8.996
"W01000945","B Road",4.083
"W01000946","Minor Road",33.332
"W01000946","A Road",6.264
"W01000946","Private Road - Restricted Access",17.5
"W01000946","Alley",0.239
"W01000946","Local Street",10.463
"W01000946","B Road",2.264
"W01000947","Private Road - Restricted Access",0.34
"W01000947","Minor Road",1.04
"W01000947","A Road",1.776
"W01000947","Local Street",5.701
"W01000948","A Road",2.166
"W01000948","Minor Road",2.114
"W01000948","Private Road - Restricted Access",2.478
"W01000948","B Road",1.431
"W01000948","Local Street",7.718
"W01000948","Alley",0.61
"W01000949","Motorway",1.28
"W01000949","Private Road - Restricted Access",1.89
"W01000949","B Road",1.146
"W01000949","Local Street",3.914
"W01000949","Minor Road",1.237
"W01000949","Alley",0.832
"W01000949","A Road",2.591
"W01000950","Private Road - Restricted Access",0.156
"W01000950","Minor Road",0.71
"W01000950","Local Street",4.095
"W01000950","Motorway",2.347
"W01000950","Alley",3.42
"W01000950","B Road",0.804
"W01000950","Pedestrianised Street",0.194
"W01000951","A Road",2.056
"W01000951","Private Road - Publicly Accessible",0.03
"W01000951","Alley",3.418
"W01000951","Private Road - Restricted Access",0.185
"W01000951","Local Street",5.802
"W01000951","Pedestrianised Street",0.451
"W01000951","Minor Road",1.341
"W01000951","Motorway",1.806
"W01000952","Minor Road",0.118
"W01000952","Local Street",2.682
"W01000952","Private Road - Restricted Access",0.022
"W01000952","Motorway",1.553
"W01000952","A Road",1.227
"W01000952","Alley",2.104
"W01000953","Minor Road",0.754
"W01000953","B Road",9.843
"W01000953","Alley",1.618
"W01000953","Local Street",5.546
"W01000953","Private Road - Restricted Access",29.569
"W01000953","A Road",17.052
"W01000954","Private Road - Restricted Access",27.136
"W01000954","Alley",2.256
"W01000954","B Road",3.452
"W01000954","Minor Road",1.674
"W01000954","Local Street",4.935
"W01000954","A Road",11.843
"W01000955","Minor Road",2.509
"W01000955","Local Street",6.315
"W01000955","Private Road - Publicly Accessible",0.014
"W01000955","A Road",3.968
"W01000955","Private Road - Restricted Access",14.385
"W01000956","Local Street",4.24
"W01000956","Private Road - Restricted Access",1.502
"W01000956","Minor Road",0.426
"W01000956","A Road",1.489
"W01000957","Local Street",7.317
"W01000957","Private Road - Restricted Access",0.236
"W01000957","Minor Road",2.848
"W01000957","Alley",0.161
"W01000957","A Road",0.842
"W01000958","Minor Road",0.416
"W01000958","A Road",1.534
"W01000958","Alley",0.058
"W01000958","Local Street",5.027
"W01000959","Local Street",6.104
"W01000959","Alley",1.15
"W01000959","Minor Road",2.625
"W01000959","Private Road - Restricted Access",0.422
"W01000960","Private Road - Restricted Access",0.203
"W01000960","Minor Road",0.504
"W01000960","A Road",1.698
"W01000960","Alley",1.724
"W01000960","Local Street",6.339
"W01000961","Local Street",6.007
"W01000961","A Road",1.465
"W01000961","Private Road - Restricted Access",0.1
"W01000961","Minor Road",0.78
"W01000962","Local Street",4.704
"W01000962","A Road",2.977
"W01000963","Alley",0.272
"W01000963","Private Road - Restricted Access",0.402
"W01000963","Local Street",5.665
"W01000963","Private Road - Publicly Accessible",0.044
"W01000963","Minor Road",2.093
"W01000964","Minor Road",2.191
"W01000964","Alley",0.131
"W01000964","Local Street",7.204
"W01000964","Private Road - Restricted Access",0.458
"W01000965","A Road",4.441
"W01000965","Local Street",6.564
"W01000965","Private Road - Restricted Access",8.276
"W01000966","Local Street",4.234
"W01000966","Motorway",4.709
"W01000966","Alley",1.753
"W01000966","Minor Road",4.494
"W01000966","Private Road - Restricted Access",2.538
"W01000967","Local Street",5.408
"W01000967","Alley",2.433
"W01000967","A Road",1.216
"W01000967","Minor Road",0.265
"W01000967","Motorway",1.799
"W01000967","Private Road - Restricted Access",0.036
"W01000968","A Road",0.631
"W01000968","Private Road - Publicly Accessible",0.061
"W01000968","Local Street",5.344
"W01000968","Motorway",3.709
"W01000968","Alley",0.52
"W01000968","Private Road - Restricted Access",0.042
"W01000968","Minor Road",0.648
"W01000969","B Road",3.493
"W01000969","Private Road - Restricted Access",4.257
"W01000969","Alley",0.107
"W01000969","Minor Road",2.758
"W01000969","Local Street",4.509
"W01000969","A Road",7.518
"W01000970","Local Street",3.61
"W01000970","Private Road - Publicly Accessible",0.224
"W01000970","Private Road - Restricted Access",0.743
"W01000970","A Road",3.455
"W01000970","B Road",2.528
"W01000970","Alley",0.355
"W01000971","Local Street",3.346
"W01000971","B Road",1.95
"W01000971","Minor Road",3.676
"W01000971","Private Road - Restricted Access",4.883
"W01000973","Local Street",5.452
"W01000973","A Road",1.33
"W01000973","Minor Road",0.838
"W01000973","Alley",0.275
"W01000973","Private Road - Restricted Access",2.192
"W01000973","B Road",1.197
"W01000974","A Road",5.62
"W01000974","Minor Road",13.77
"W01000974","Motorway",5.185
"W01000974","Local Street",9.302
"W01000974","B Road",2.274
"W01000974","Private Road - Restricted Access",8.197
"W01000974","Alley",0.503
"W01000975","Local Street",6.152
"W01000975","Private Road - Restricted Access",3.691
"W01000975","Minor Road",8.021
"W01000975","Alley",0.214
"W01000976","Local Street",4.711
"W01000976","B Road",1.618
"W01000976","A Road",3.181
"W01000976","Private Road - Restricted Access",7.344
"W01000976","Minor Road",2.403
"W01000976","Alley",1.391
"W01000977","Local Street",6.133
"W01000977","Private Road - Restricted Access",7.227
"W01000977","A Road",7.729
"W01000977","Minor Road",5.307
"W01000977","Alley",0.3
"W01000978","Alley",2.315
"W01000978","Minor Road",0.965
"W01000978","Local Street",4.648
"W01000978","Private Road - Restricted Access",3.195
"W01000978","A Road",0.987
"W01000979","Local Street",3.866
"W01000979","Minor Road",2.084
"W01000979","Private Road - Publicly Accessible",0.131
"W01000980","Minor Road",1.382
"W01000980","Private Road - Restricted Access",0.045
"W01000980","Local Street",3.272
"W01000981","Local Street",2.85
"W01000981","Alley",0.095
"W01000981","Minor Road",0.782
"W01000981","Private Road - Restricted Access",0.116
"W01000981","A Road",1.683
"W01000982","Minor Road",1.376
"W01000982","Private Road - Publicly Accessible",0.109
"W01000982","B Road",1.06
"W01000982","Local Street",5.316
"W01000982","Private Road - Restricted Access",0.143
"W01000983","Local Street",4.781
"W01000983","Private Road - Restricted Access",0.028
"W01000983","B Road",1.075
"W01000983","Minor Road",2.446
"W01000984","Private Road - Restricted Access",0.06
"W01000984","B Road",1.238
"W01000984","Local Street",6.307
"W01000984","Minor Road",0.787
"W01000985","Minor Road",2.439
"W01000985","Local Street",3.884
"W01000986","Local Street",5.263
"W01000986","Alley",0.097
"W01000986","Motorway",3.5
"W01000986","A Road",4.657
"W01000986","B Road",2.855
"W01000986","Private Road - Restricted Access",4.051
"W01000986","Minor Road",10.069
"W01000986","Private Road - Publicly Accessible",0.548
"W01000987","Private Road - Restricted Access",1.205
"W01000987","Local Street",5.871
"W01000987","Minor Road",2.387
"W01000987","Alley",0.125
"W01000987","Motorway",2.968
"W01000987","A Road",2.668
"W01000989","Local Street",7.466
"W01000989","Minor Road",25.79
"W01000989","A Road",14.34
"W01000989","Private Road - Publicly Accessible",0.993
"W01000989","Private Road - Restricted Access",8.239
"W01000990","Alley",0.025
"W01000990","Minor Road",1.288
"W01000990","A Road",0.984
"W01000990","B Road",0.021
"W01000990","Private Road - Restricted Access",0.637
"W01000990","Local Street",5.386
"W01000991","Private Road - Restricted Access",0.112
"W01000991","A Road",1.992
"W01000991","Local Street",5.482
"W01000991","Minor Road",0.033
"W01000991","Alley",1.088
"W01000992","Local Street",4.687
"W01000992","Private Road - Restricted Access",0.998
"W01000992","Alley",3.133
"W01000992","A Road",0.315
"W01000993","Minor Road",0.695
"W01000993","Local Street",4.461
"W01000993","Alley",2.547
"W01000993","Private Road - Restricted Access",0.79
"W01000993","A Road",0.531
"W01000994","Private Road - Restricted Access",4.344
"W01000994","A Road",1.624
"W01000994","Local Street",4.07
"W01000994","Minor Road",1.279
"W01000994","Alley",1.818
"W01000995","Local Street",4.339
"W01000995","Private Road - Restricted Access",0.65
"W01000995","Minor Road",2.287
"W01000995","A Road",0.732
"W01000995","Alley",1.198
"W01000996","Alley",0.471
"W01000996","Private Road - Restricted Access",5.501
"W01000996","B Road",4.683
"W01000996","Minor Road",8.866
"W01000996","Motorway",9.01
"W01000996","Local Street",4.74
"W01000997","A Road",0.382
"W01000997","Local Street",5.206
"W01000997","Minor Road",2.038
"W01000998","Minor Road",13.476
"W01000998","Private Road - Restricted Access",4.898
"W01000998","Local Street",10.602
"W01000998","Private Road - Publicly Accessible",0.059
"W01000998","Motorway",6.745
"W01000999","Private Road - Publicly Accessible",0.129
"W01000999","B Road",1.788
"W01000999","Local Street",4.825
"W01000999","Motorway",5.642
"W01000999","Minor Road",3.074
"W01000999","Alley",0.1
"W01001000","B Road",0.957
"W01001000","Minor Road",12.88
"W01001000","A Road",7.622
"W01001000","Motorway",14.634
"W01001000","Alley",0.186
"W01001000","Local Street",8.657
"W01001000","Private Road - Restricted Access",5.498
"W01001001","Local Street",5.522
"W01001001","Minor Road",1.08
"W01001001","A Road",1.798
"W01001001","Motorway",0.322
"W01001001","Alley",0.086
"W01001001","Private Road - Restricted Access",0.349
"W01001002","Private Road - Restricted Access",0.409
"W01001002","Local Street",7.275
"W01001002","Alley",0.204
"W01001002","Minor Road",1.229
"W01001002","B Road",1.459
"W01001003","Private Road - Restricted Access",7.347
"W01001003","Private Road - Publicly Accessible",0.509
"W01001003","A Road",10.966
"W01001003","B Road",1.049
"W01001003","Minor Road",7.706
"W01001003","Local Street",24.236
"W01001004","Alley",0.163
"W01001004","A Road",4.388
"W01001004","Private Road - Publicly Accessible",0.03
"W01001004","Local Street",2.864
"W01001004","Minor Road",2.26
"W01001004","Private Road - Restricted Access",0.982
"W01001005","Minor Road",3.172
"W01001005","Motorway",7.411
"W01001005","Local Street",6.01
"W01001005","Private Road - Restricted Access",1.315
"W01001005","A Road",5.587
"W01001006","Minor Road",1.113
"W01001006","Private Road - Restricted Access",0.815
"W01001006","Local Street",7.65
"W01001006","Alley",0.076
"W01001007","Private Road - Restricted Access",1.258
"W01001007","Private Road - Publicly Accessible",0.069
"W01001007","Alley",0.22
"W01001007","Minor Road",3.329
"W01001007","Motorway",5.246
"W01001007","Local Street",8.048
"W01001008","Alley",0.168
"W01001008","A Road",2.987
"W01001008","Minor Road",3.089
"W01001008","Local Street",8.229
"W01001008","Private Road - Restricted Access",0.443
"W01001008","Motorway",0.403
"W01001008","Private Road - Publicly Accessible",0.586
"W01001009","Private Road - Restricted Access",10.012
"W01001009","Local Street",6.604
"W01001009","Minor Road",12.818
"W01001009","A Road",8.306
"W01001010","Minor Road",0.511
"W01001010","Local Street",4.028
"W01001010","Alley",0.101
"W01001011","Private Road - Restricted Access",0.222
"W01001011","Local Street",3.71
"W01001011","Minor Road",1.054
"W01001012","Private Road - Restricted Access",11.342
"W01001012","A Road",2.6
"W01001012","B Road",0.432
"W01001012","Alley",0.36
"W01001012","Local Street",3.145
"W01001012","Minor Road",17.351
"W01001013","Minor Road",1.423
"W01001013","Private Road - Restricted Access",4.006
"W01001013","Alley",0.316
"W01001013","A Road",1.7
"W01001013","B Road",0.16
"W01001013","Local Street",3.806
"W01001014","Private Road - Restricted Access",0.51
"W01001014","B Road",0.898
"W01001014","Local Street",3.957
"W01001014","Private Road - Publicly Accessible",0.147
"W01001014","A Road",0.972
"W01001014","Minor Road",0.401
"W01001014","Alley",1.196
"W01001015","Private Road - Restricted Access",6.275
"W01001015","B Road",0.374
"W01001015","Minor Road",2.787
"W01001015","Local Street",4.805
"W01001015","Alley",2.022
"W01001016","Private Road - Restricted Access",0.734
"W01001016","Minor Road",0.459
"W01001016","Alley",1.059
"W01001016","B Road",1.238
"W01001016","Local Street",4.545
"W01001017","Minor Road",2.464
"W01001017","B Road",1.549
"W01001017","Private Road - Restricted Access",0.595
"W01001017","A Road",0.771
"W01001017","Local Street",5.215
"W01001017","Alley",2.24
"W01001018","Local Street",2.537
"W01001018","Private Road - Restricted Access",0.043
"W01001018","A Road",0.856
"W01001018","Alley",0.93
"W01001018","Minor Road",1.126
"W01001019","Minor Road",3.858
"W01001019","B Road",0.683
"W01001019","Private Road - Restricted Access",14.09
"W01001019","Local Street",7.112
"W01001019","Alley",0.075
"W01001020","Local Street",3.297
"W01001020","Minor Road",1.324
"W01001020","A Road",1.219
"W01001020","Alley",0.035
"W01001020","Private Road - Restricted Access",0.692
"W01001021","Local Street",5.093
"W01001021","Alley",0.941
"W01001021","B Road",0.581
"W01001021","Pedestrianised Street",1.213
"W01001021","A Road",2.505
"W01001021","Private Road - Publicly Accessible",0.048
"W01001021","Minor Road",1.693
"W01001021","Private Road - Restricted Access",0.894
"W01001022","Minor Road",0.608
"W01001022","Local Street",3.685
"W01001023","Local Street",4.84
"W01001023","Minor Road",2.064
"W01001023","Private Road - Restricted Access",0.639
"W01001023","A Road",1.683
"W01001023","Alley",0.399
"W01001024","Local Street",2.493
"W01001024","Alley",0.547
"W01001024","A Road",11.046
"W01001024","Minor Road",2.968
"W01001024","Private Road - Restricted Access",10.088
"W01001025","Private Road - Restricted Access",6.105
"W01001025","Alley",2.174
"W01001025","Minor Road",1.396
"W01001025","Local Street",3.102
"W01001025","A Road",1.125
"W01001026","Minor Road",2.461
"W01001026","Local Street",7.829
"W01001026","Private Road - Restricted Access",0.516
"W01001026","A Road",1.866
"W01001027","A Road",0.737
"W01001027","Local Street",5.506
"W01001027","Private Road - Restricted Access",0.054
"W01001027","Minor Road",0.041
"W01001028","Pedestrianised Street",0.102
"W01001028","Local Street",7.013
"W01001028","A Road",4.162
"W01001028","Alley",0.652
"W01001028","Minor Road",1.656
"W01001028","Private Road - Restricted Access",1.527
"W01001028","Private Road - Publicly Accessible",0.251
"W01001029","Minor Road",3.718
"W01001029","A Road",1.611
"W01001029","Local Street",7.322
"W01001029","Private Road - Restricted Access",5.123
"W01001030","Local Street",6.22
"W01001030","Alley",0.111
"W01001030","Private Road - Restricted Access",5.892
"W01001030","Minor Road",2.532
"W01001030","A Road",1.06
"W01001031","Private Road - Restricted Access",1.359
"W01001031","Local Street",5.246
"W01001031","Minor Road",3.598
"W01001031","Alley",0.064
"W01001032","Private Road - Restricted Access",0.504
"W01001032","A Road",3.502
"W01001032","Minor Road",9.343
"W01001032","Local Street",6.652
"W01001032","Alley",0.064
"W01001033","Minor Road",0.976
"W01001033","Alley",0.835
"W01001033","Private Road - Restricted Access",12.754
"W01001033","A Road",3.114
"W01001033","Local Street",4.677
"W01001034","Minor Road",2.431
"W01001034","Local Street",4.18
"W01001034","Alley",1.703
"W01001034","Private Road - Restricted Access",3.66
"W01001034","A Road",1.504
"W01001035","Private Road - Restricted Access",1.233
"W01001035","Private Road - Publicly Accessible",0.064
"W01001035","Minor Road",0.814
"W01001035","Alley",0.925
"W01001035","A Road",1.113
"W01001035","B Road",1.359
"W01001035","Local Street",4.507
"W01001036","Private Road - Restricted Access",0.936
"W01001036","B Road",0.312
"W01001036","Private Road - Publicly Accessible",0.31
"W01001036","Local Street",4.631
"W01001036","Alley",0.339
"W01001036","A Road",0.996
"W01001036","Minor Road",0.042
"W01001037","Private Road - Restricted Access",2.573
"W01001037","B Road",1.75
"W01001037","Local Street",6.264
"W01001037","A Road",3.953
"W01001037","Minor Road",3.788
"W01001038","A Road",3.328
"W01001038","Alley",0.224
"W01001038","Private Road - Publicly Accessible",0.815
"W01001038","Minor Road",2.763
"W01001038","Private Road - Restricted Access",0.49
"W01001038","Local Street",6.583
"W01001039","B Road",3.096
"W01001039","Alley",0.204
"W01001039","Local Street",5.287
"W01001039","Minor Road",2.18
"W01001039","Private Road - Restricted Access",2.412
"W01001040","Private Road - Restricted Access",10.695
"W01001040","Private Road - Publicly Accessible",0.104
"W01001040","B Road",2.228
"W01001040","A Road",0.371
"W01001040","Local Street",6.817
"W01001040","Minor Road",18.602
"W01001041","A Road",2.692
"W01001041","Private Road - Restricted Access",3.691
"W01001041","Minor Road",7.86
"W01001041","Local Street",8.45
"W01001041","Private Road - Publicly Accessible",0.44
"W01001042","Private Road - Publicly Accessible",0.165
"W01001042","Minor Road",1.349
"W01001042","A Road",1.291
"W01001042","Local Street",4.004
"W01001042","Alley",1.36
"W01001042","Private Road - Restricted Access",6.31
"W01001043","Private Road - Restricted Access",1.048
"W01001043","Alley",1.532
"W01001043","A Road",1.35
"W01001043","Minor Road",1.233
"W01001043","Local Street",2.875
"W01001044","Alley",0.138
"W01001044","Local Street",5.095
"W01001044","A Road",2.961
"W01001044","Private Road - Restricted Access",0.417
"W01001044","Minor Road",3.732
"W01001045","Minor Road",2.48
"W01001045","Local Street",5.572
"W01001045","A Road",1.312
"W01001045","Alley",0.949
"W01001045","Private Road - Restricted Access",2.822
"W01001046","Local Street",4.276
"W01001046","Pedestrianised Street",0.315
"W01001046","Minor Road",2.841
"W01001046","Alley",1.537
"W01001046","Private Road - Restricted Access",0.572
"W01001046","A Road",1.262
"W01001047","Alley",0.632
"W01001047","Private Road - Restricted Access",0.041
"W01001047","Minor Road",1.581
"W01001047","Local Street",6.649
"W01001047","A Road",2.251
"W01001048","B Road",1.066
"W01001048","Alley",1.142
"W01001048","Minor Road",3.118
"W01001048","Local Street",4.228
"W01001048","Private Road - Restricted Access",0.571
"W01001049","Minor Road",0.709
"W01001049","A Road",0.679
"W01001049","Alley",0.246
"W01001049","B Road",0.034
"W01001049","Local Street",3.687
"W01001049","Private Road - Restricted Access",1.063
"W01001049","Private Road - Publicly Accessible",0.084
"W01001050","Alley",0.764
"W01001050","Local Street",7.519
"W01001050","B Road",1.068
"W01001050","Minor Road",0.079
"W01001050","A Road",0.693
"W01001050","Private Road - Restricted Access",0.48
"W01001051","Alley",1.766
"W01001051","Minor Road",1.324
"W01001051","B Road",0.655
"W01001051","Private Road - Restricted Access",0.594
"W01001051","Local Street",3.736
"W01001052","Private Road - Restricted Access",0.664
"W01001052","Minor Road",1.547
"W01001052","B Road",0.026
"W01001052","Local Street",4.241
"W01001052","Alley",0.323
"W01001052","A Road",0.63
"W01001053","Local Street",3.81
"W01001053","Minor Road",1.002
"W01001054","Local Street",5.708
"W01001054","Minor Road",2.338
"W01001054","Private Road - Restricted Access",1.471
"W01001055","Minor Road",1.629
"W01001055","Local Street",4.524
"W01001055","Private Road - Restricted Access",0.224
"W01001055","Private Road - Publicly Accessible",0.013
"W01001055","A Road",2.072
"W01001056","Local Street",6.665
"W01001056","A Road",5.032
"W01001056","B Road",0.286
"W01001056","Motorway",3.778
"W01001056","Minor Road",2.75
"W01001056","Private Road - Restricted Access",1.237
"W01001057","Local Street",5.068
"W01001057","Alley",0.427
"W01001057","Private Road - Restricted Access",1.522
"W01001057","A Road",4.307
"W01001057","Minor Road",2.427
"W01001058","Minor Road",1.705
"W01001058","A Road",1.698
"W01001058","Local Street",5.54
"W01001058","Private Road - Restricted Access",0.597
"W01001058","Alley",0.447
"W01001058","Private Road - Publicly Accessible",0.071
"W01001059","Alley",1.406
"W01001059","A Road",1.522
"W01001059","Private Road - Restricted Access",0.854
"W01001059","Minor Road",1.733
"W01001059","Local Street",4.028
"W01001060","Local Street",5.128
"W01001060","Private Road - Restricted Access",2.464
"W01001060","Alley",0.33
"W01001061","Minor Road",1.693
"W01001061","A Road",1.897
"W01001061","Private Road - Restricted Access",4.37
"W01001061","Alley",1.47
"W01001061","Private Road - Publicly Accessible",0.098
"W01001061","Local Street",7.832
"W01001062","Private Road - Restricted Access",0.956
"W01001062","Private Road - Publicly Accessible",0.03
"W01001062","A Road",0.623
"W01001062","Local Street",3.183
"W01001062","Alley",1.93
"W01001062","Minor Road",0.827
"W01001063","Alley",3.261
"W01001063","Minor Road",0.366
"W01001063","Private Road - Restricted Access",0.046
"W01001063","Local Street",3.189
"W01001063","A Road",0.595
"W01001064","Alley",0.528
"W01001064","Local Street",5.26
"W01001064","Minor Road",0.48
"W01001064","Private Road - Restricted Access",0.586
"W01001064","A Road",0.64
"W01001065","B Road",0.717
"W01001065","Private Road - Restricted Access",0.205
"W01001065","Local Street",4.003
"W01001065","Alley",2.868
"W01001065","Minor Road",0.63
"W01001065","A Road",0.807
"W01001066","Minor Road",0.237
"W01001066","Alley",1.178
"W01001066","A Road",0.999
"W01001066","Private Road - Restricted Access",0.277
"W01001066","Local Street",5.687
"W01001066","B Road",0.04
"W01001067","Local Street",3.668
"W01001067","Alley",0.12
"W01001067","Private Road - Restricted Access",0.025
"W01001067","Minor Road",0.588
"W01001068","Local Street",5.284
"W01001068","Minor Road",1.417
"W01001068","A Road",2.129
"W01001068","Alley",0.102
"W01001068","Private Road - Restricted Access",0.116
"W01001069","Minor Road",2.291
"W01001069","Private Road - Restricted Access",0.294
"W01001069","Alley",1.385
"W01001069","Local Street",3.903
"W01001069","A Road",0.248
"W01001070","Minor Road",1.24
"W01001070","Alley",1.176
"W01001070","A Road",0.599
"W01001070","Local Street",2.625
"W01001071","Minor Road",1.414
"W01001071","Alley",1.094
